lyrics_text
"""I'm the Sheik of Araby,   Your love belongs to me.  At night when you're asleep   Into your tent I'll creep.  The stars that shine above,  Will light our way to love.  You'll rule this land with me;"
(Help) I need somebody  (Help) not just anybody  (Help) you know I need someone  (Help)    (When) when I was younger (when I was young) so much younger than today  (I never needed) I never needed anybody's help in any way  (Now) but now these days are gone (these days are gone) I'm not so self-assured (and now I find)  Now I find I've changed my mind, I've opened up the doors    Help me if you can, I'm feeling down  And I do appreciate you being 'round  Help me get my feet back on the ground  Won't you please, please help me?    (Now) and now my life has changed (my life has changed) in oh-so-many ways (my independence)  My independence seems to vanish in the haze  (But) but every now and then (now and then) I feel so insecure (I know that I)  I know that I just need you like I never done before    Help me if you can, I'm feeling down  And I do appreciate you being 'round  Help me get my feet back on the ground  Won't you please, please help me?    When I was younger, so much younger than today  I never needed anybody's help in any way  (Now) but now these days are gone (these days are gone) I'm not so self-assured (and now I find)  Now I find, I've changed my mind, I've opened up the doors    Help me if you can, I'm feeling down  And I do appreciate you being 'round  Help me get my feet back on the ground  Won't you please, please help me, help me, help me, ooh?
1 2 2 toobidoo.   The leaves of brown   Came tumbling down,   Remember in September in the rain.   The sun went out   Just like a light,   Remember in September in the rain.     To every word   Of love I heard you whisper   The raindrops seems   To play a sweet refrain.   Thought it's spring,   To me it's still September,   Oh that September in the rain.     To every word   Of love I heard you whisper   The raindrops seems   To play a sweet refrain.   Thought it's spring,   To me it's still September,   Oh that September in the rain.   I said I said it's September in the rain.   Ah September in the rain.
A little help from my friends What would you think if I sang out of tune, Would you stand up and walk out on me. Lend me your ears and I'll sing you a song, And I'll try not to sing out of key.  I get by with a little help from my friends, I get high with a little help from my friends, Going to try with a little help from my friends.  What do I do when my love is away. (Does it worry you to be alone) How do I feel by the end of the day (Are you sad because you're on your own)  No I get by with a little help from my friends, Do you need anybody, I need somebody to love. Could it be anybody I want somebody to love.  Would you believe in a love at first sight, Yes I'm certain that it happens all the time. What do you see when you turn out the light, I can't tell you, but I know it's mine.  Oh I get by with a little help from my friends, Do you need anybody, I just need somebody to love, Could it be anybody, I want somebody to love.  I get by with a little help from my friends, Yes I get by with a little help from my friends, With a little help from my friends.
Ah look at all the lonely people Ah look at all the lonely people  Eleanor Rigby, picks up the rice In the church where a wedding has been Lives in a dream Waits at the window, wearing the face That she keeps in a jar by the door Who is it for  All the lonely people Where do they all come from? All the lonely people Where do they all belong?  Father McKenzie, writing the words Of a sermon that no one will hear No one comes near Look at him working, darning his socks In the night when there's nobody there What does he care  All the lonely people Where do they all come from? All the lonely people Where do they all belong?  Ah look at all the lonely people Ah look at all the lonely people  Eleanor Rigby, died in the church And was buried along with her name Nobody came Father McKenzie, wiping the dirt From his hands as he walks from the grave No one was saved  All the lonely people Where do they all come from? All the lonely people Where do they all belong?
All my little plans and schemes, Lost like some forgotten dreams, Seems that all I really was doing Was waiting for you.  Just like little girls and boys, Playing with their little toys. Seems like all they really were doing Was waiting for love.  Don't need to be alone, No need to be alone. It's real love, it's real. Yes it's real love, it's real.  From this moment on I know Exactly where my life will go. Seems that all I really was doing Was waiting for love.  Don't need to be afraid, No need to be afraid. It's real love, it's real. Yes it's real love, it's real.  Thought I'd been in love before, But in my heart, I wanted more. Seems like all I really was doing Was waiting for you.  Don't need to be alone, Don't need to be alone. It's real love, it's real. It's real love, it's real. Yes it's real love, it's real. It's real love, it's real. Yes it's real love, it's real. It's real love, it's real. Yes it's real love, it's real. It's real love, it's real.
All through' the day   I me mine, I me mine, I me mine.  All through' the night   I me mine, I me mine, I me mine.  Now they're frightened of leaving it  Ev'ryone's weaving it,  Coming on strong all the time,  All through' the day I me mine.    I-I-me-me mine, I-I-me-me mine,  I-I-me-me mine, I-I-me-me mine.    All I can hear   I me mine, I me mine, I me mine.  Even those tears   I me mine, I me mine, I me mine.  No-one's frightened of playing it  Ev'ryone's saying it,  Flowing more freely than wine,  All through' the day I me mine.    I-I-me-me mine, I-I-me-me mine,  I-I-me-me mine, I-I-me-me mine.    All I can hear   I me mine, I me mine, I me mine.  Even those tears   I me mine, I me mine, I me mine.  No-one's frightened of playing it  Ev'ryone's saying it,  Flowing more freely than wine,  All through' your life I me mine.
Anna,   You come and ask me, girl,   To set you free, girl,   You say he loves you more than me,   So I will set you free,   Go with him.   Go with him.     [Chorus]  Anna,   Girl, before you go now,   I want you to know, now,   That I still love you so,   But if he loves you mo',   Go with him.     All of my life,   I've been searchin' for a girl   To love me like I love you.   Oh, now, but every girl I've ever had,   Breaks my heart and leaves me sad.   What am I, what am I supposed to do.     Anna,   Just one more thing, girl.   You give back your ring to me, and I will set you free,   Go with him.     [Chorus]    All of my life,   I've been searchin' for a girl   To love me like I love you.   Oh, now, but every girl I've ever had,   Breaks my heart and leaves me sad.   What am I, what am I supposed to do.
Any time at all, any time at all, any time at all, all You've gotta do is call and I'll be there. If you need somebody to love, just look into my eyes, I'll Be there to make you feel right. If you're feeling sorry and sad, I'd really sympathize. Don't you be sad, just call me tonight. Any time at all, any time at all, any time at all , all You've gotta do is call and I'll be there. If the sun has faded away, I'll try to make it shine, There's nothing I won't do If you need a shoulder to cry on I hope it will be mine. Call me tonight, and I'll come to you. Any time at all, any time at all, any time at all , all You've gotta do is call and I'll be there. Any time at all, all you've gotta do is call and I'll be there.
As I was slowly passing   An orphan's home one day,   I stopped for just a little while   To watch the children play.   Alone a boy was standing   And when I asked him why,   He turned with eyes that could not see   And he began to cry.     I'm nobody's child,   I'm nobody's child.   Just like the flowers   I'm growing wild.   I got no mummy's kisses   I got no daddy's smile.   Nobody wants me,   I'm nobody's child.     No mummy's arms to hold me   Or sue me when I cry,   'Cause sometimes I feel so lonesome   I wish that I could die.   I'll walk the streets of heaven   Where all blinds can see.     And just like for the other kids   It will be a home for me.     I'm nobody's child,   I'm nobody's child.   Just like the flowers   I'm growing wild.   I got no mummy's kisses   I got no daddy's smile.   Nobody wants me,   I'm nobody's child.
